Geography,Category,Data Type,Unit,Current Constant,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
USA,Sub 1: Beer,Off-trade Value RSP,USD million,Current Prices,44001.3,44687.4,46477.7,48611.9,50079.6,50855.7,52237.2,53809.5,55489.3,57257.5,59110.0,1.162308256
USA,Sub 1: Cider Perry,Off-trade Value RSP,USD million,Current Prices,218.2,398.1,686.3,783.1,711.2,684.7,648.5,613.5,585.5,564.1,548.6,0.801226815
USA,Sub 1: RTDs/High-Strength Premixes,Off-trade Value RSP,USD million,Current Prices,2619.7,2886.0,2789.3,2780.7,2897.5,3105.9,3301.3,3454.8,3597.2,3735.9,3878.2,1.248655784
USA,Sub 1: Spirits,Off-trade Value RSP,USD million,Current Prices,26329.9,28257.1,29297.8,30699.2,32043.4,33279.6,34734.4,36319.0,37992.6,39744.1,41545.8,1.248386399
USA,Sub 1: Wine,Off-trade Value RSP,USD million,Current Prices,20023.5,20916.7,21708.0,23016.4,24229.7,25414.3,26785.7,28065.1,29358.2,30692.4,32087.8,1.262588385
USA,Apparel and Footwear,Retail Value RSP,USD million,Current Prices,316919.5,323769.0,329836.3,338222.1,338443.1,341467.7,353535.8,366307.9,379200.5,392367.8,405464.2,1.187415969
USA,Sub 1: Apparel,Retail Value RSP,USD million,Current Prices,251495.2,256815.9,260511.7,267022.2,265471.5,267315.0,276450.6,286134.2,295862.0,305728.6,315504.4,1.180271964
USA,Sub 2: Childrenswear,Retail Value RSP,USD million,Current Prices,27719.1,28736.6,29257.2,30477.0,31147.9,31945.8,33447.8,34924.7,36306.3,37560.4,38706.0,1.211614672
USA,Sub 2: Apparel Accessories,Retail Value RSP,USD million,Current Prices,13638.5,14336.3,14884.6,15085.0,14595.8,14581.7,14921.2,15278.7,15634.3,15999.4,16366.7,1.12241371
USA,Sub 2: Apparel by Mens vs WoMens,Retail Value RSP,USD million,Current Prices,202876.5,206429.6,208733.2,213545.7,212034.5,213109.6,220221.4,227851.2,235620.1,243646.1,251699.1,1.181078187
USA,Sub 3: Menswear,Retail Value RSP,USD million,Current Prices,79322.0,81612.8,82318.8,85396.0,84599.6,85090.1,87971.7,91083.2,94294.1,97590.1,100873.4,1.185489264
USA,Sub 3: Womenswear,Retail Value RSP,USD million,Current Prices,123554.5,124816.8,126414.4,128149.7,127434.9,128019.5,132249.8,136768.0,141326.0,146056.0,150825.7,1.178146298
USA,Sub 2: Hosiery,Retail Value RSP,USD million,Current Prices,7261.1,7313.4,7636.8,7914.6,7693.3,7677.9,7860.1,8079.5,8301.4,8522.6,8732.6,1.137368291
USA,Sub 1: Footwear,Retail Value RSP,USD million,Current Prices,65424.2,66953.1,69324.6,71199.8,72971.5,74152.7,77085.2,80173.7,83338.5,86639.2,89959.8,1.213169581
USA,Sub 2: Children's Footwear,Retail Value RSP,USD million,Current Prices,8225.0,8452.7,8793.0,9224.1,9670.1,9851.4,10231.0,10615.1,10995.5,11366.4,11717.0,1.189374099
USA,Sub 2: Mens Footwear,Retail Value RSP,USD million,Current Prices,22036.9,22688.1,23856.9,25450.6,26449.5,27006.3,28148.4,29297.4,30416.6,31494.7,32495.2,1.203245169
USA,Sub 2: WoMens Footwear,Retail Value RSP,USD million,Current Prices,35162.3,35812.3,36674.7,36525.2,36852.0,37295.0,38705.9,40261.1,41926.4,43778.0,45747.6,1.226641641
USA,Sub 1: Sportswear,Retail Value RSP,USD million,Current Prices,79055.3,85125.8,91144.2,97672.5,103006.4,108145.2,115611.0,122753.8,129490.0,135887.1,141863.7,1.31178915
USA,Beauty and Personal Care,Retail Value RSP,USD million,Current Prices,74023.3,75783.5,77608.1,80738.7,83477.9,86134.3,89705.5,93349.7,96990.6,100576.4,104236.3,1.21016018
USA,Sub 1: Baby / Child Goods,Retail Value RSP,USD million,Current Prices,2725.8,2789.2,2825.1,2927.1,3006.4,3083.4,3185.0,3283.6,3384.3,3492.1,3598.7,1.167120711
USA,Sub 1: Bath and Shower,Retail Value RSP,USD million,Current Prices,7112.7,7273.3,7431.3,7674.4,7849.3,8047.7,8343.8,8643.4,8947.3,9236.8,9523.1,1.183331884
USA,Sub 1: Colour Cosmetics,Retail Value RSP,USD million,Current Prices,12662.4,13157.2,13713.1,14775.2,15730.6,16793.5,17892.8,18908.4,19859.3,20761.2,21670.1,1.290386161
USA,Sub 1: Deodorants,Retail Value RSP,USD million,Current Prices,3700.5,3847.1,4054.1,4262.3,4437.5,4524.5,4696.7,4882.3,5097.8,5315.8,5540.1,1.224466792
USA,Sub 1: Depilatories,Retail Value RSP,USD million,Current Prices,1597.2,1511.6,1490.4,1523.2,1474.4,1402.1,1352.1,1320.7,1316.9,1319.0,1324.6,0.944725768
USA,Sub 1: Fragrances,Retail Value RSP,USD million,Current Prices,7389.7,7393.7,7481.4,7723.5,7925.2,8164.6,8459.5,8806.7,9171.3,9533.4,9913.5,1.214205227
USA,Sub 1: Air Care,Retail Value RSP,USD million,Current Prices,11409.8,11619.2,11939.7,12370.5,12529.3,12659.4,13034.5,13428.8,13827.8,14219.9,14622.5,1.15507054
USA,Sub 1: Mens Grooming,Retail Value RSP,USD million,Current Prices,7602.1,7829.0,8099.4,8299.4,8600.0,8717.3,8916.8,9208.3,9520.0,9873.9,10252.2,1.176075161
USA,Sub 1: Oral Care,Retail Value RSP,USD million,Current Prices,7661.0,7813.4,7958.2,8138.9,8328.5,8459.3,8704.9,8985.3,9286.9,9600.9,9922.6,1.172981216
USA,Sub 1: Skin Care,Retail Value RSP,USD million,Current Prices,15084.5,15640.5,15986.5,16609.7,17425.5,18368.2,19448.1,20467.2,21415.1,22322.6,23247.4,1.265632996
USA,Sub 1: Sun Care,Retail Value RSP,USD million,Current Prices,1935.9,1901.4,1867.7,1924.5,1986.7,2064.8,2159.3,2253.7,2349.3,2448.2,2549.1,1.234550562
USA,Sub 1: Premium Beauty/Personal Care,Retail Value RSP,USD million,Current Prices,20916.6,21720.3,22640.9,24472.8,26308.4,28371.5,30555.3,32666.8,34621.1,36465.0,38308.0,1.350228222
USA,Sub 1: Mass Beauty and Personal Care,Retail Value RSP,USD million,Current Prices,40893.3,41696.3,42452.8,43581.1,44362.0,45110.1,46431.1,47765.5,49180.4,50604.9,52086.7,1.154657161
USA,Consumer Appliances,Retail Value RSP,USD million,Current Prices,56131.1,58990.2,61824.2,65365.6,69269.7,73238.4,77375.4,81220.6,84818.6,87736.7,89931.3,1.227925514
USA,Sub 1: Major Appliances,Retail Value RSP,USD million,Current Prices,29999.5,32648.5,35382.2,38475.4,41210.0,43785.0,46705.1,49360.2,51757.6,53545.7,54636.3,1.247831449
USA,Sub 2: Dishwashers,Retail Value RSP,USD million,Current Prices,3032.7,3394.2,3813.2,4000.5,4233.7,4641.7,5056.8,5404.4,5655.8,5822.0,5905.6,1.272292479
USA,Sub 2: Home Laundry Appliances,Retail Value RSP,USD million,Current Prices,6545.3,7411.9,7874.6,8306.3,8985.6,9540.4,10185.5,10730.4,11250.7,11663.7,11981.5,1.255869775
USA,Sub 2: Large Cooking Appliances,Retail Value RSP,USD million,Current Prices,6573.4,7232.4,7925.7,8859.5,9367.8,9703.3,10206.1,10730.7,11250.2,11691.9,11976.7,1.234291427
USA,Sub 2: Microwaves,Retail Value RSP,USD million,Current Prices,2728.3,2735.4,2947.7,3465.4,3552.3,3597.8,3625.8,3579.6,3495.2,3365.3,3185.0,0.885263216
USA,Sub 2: Refrigeration Appliances,Retail Value RSP,USD million,Current Prices,11119.8,11874.6,12821.1,13843.6,15070.7,16301.8,17630.9,18915.1,20105.7,21002.8,21587.5,1.324240268
USA,Sub 1: Small Appliances,Retail Value RSP,USD million,Current Prices,26131.6,26341.7,26442.0,26890.2,28059.7,29453.4,30670.3,31860.4,33061.0,34191.0,35295.0,1.198333639
USA,Sub 2: Air Treatment Products,Retail Value RSP,USD million,Current Prices,7105.8,7108.4,6951.3,6924.1,7351.2,7873.1,8154.7,8435.2,8733.2,9018.3,9305.5,1.181935959
USA,Sub 2: Food Preparation Appliances,Retail Value RSP,USD million,Current Prices,2854.1,3123.7,2915.2,3064.3,3043.5,3138.3,3277.3,3399.0,3506.2,3599.0,3678.9,1.172258866
USA,Sub 2: Heating Appliances,Retail Value RSP,USD million,Current Prices,984.6,1003.7,1047.3,1033.1,1026.8,1029.3,1005.6,979.8,954.2,927.3,900.0,0.874380647
USA,Sub 2: Irons,Retail Value RSP,USD million,Current Prices,466.9,489.5,488.2,500.3,622.2,651.3,682.0,712.5,743.6,773.7,804.0,1.234454169
USA,Sub 2: Personal Care Appliances,Retail Value RSP,USD million,Current Prices,5521.7,5125.9,5156.0,5276.0,5551.9,5764.6,6016.3,6248.4,6468.1,6670.4,6876.8,1.192936197
USA,Sub 2: Small Cooking Appliances,Retail Value RSP,USD million,Current Prices,5632.4,5874.1,6090.0,6119.8,6318.7,6649.4,6961.2,7269.8,7583.5,7887.9,8187.7,1.231344181
USA,Sub 2: Vacuum Cleaners,Retail Value RSP,USD million,Current Prices,3566.1,3616.4,3794.0,3972.7,4145.4,4347.5,4573.3,4815.8,5072.1,5314.5,5542.0,1.274755607
USA,Consumer Electronics,Retail Value RSP,USD million,Current Prices,111643.9,111462.2,109430.9,109185.5,105268.4,108883.2,107401.2,111803.7,113676.8,116107.9,117448.7,1.078666865
USA,Sub 1: Computers and Peripherals,Retail Value RSP,USD million,Current Prices,50368.1,52157.9,50843.4,46634.4,42130.2,38622.9,36063.4,37591.8,36464.3,35437.3,34449.2,0.891937167
USA,Sub 1: In-car entertainment,Retail Value RSP,USD million,Current Prices,2606.0,2255.8,2085.5,1973.6,1833.1,1697.2,1563.9,1473.8,1386.4,1307.9,1238.6,0.729790243
USA,Sub 1: In-Home Electronics,Retail Value RSP,USD million,Current Prices,28706.2,28225.8,27683.4,27092.0,26465.8,29740.1,30071.8,31151.3,32419.7,34031.9,35394.9,1.190140585
USA,Sub 2: Home Audio and Cinema,Retail Value RSP,USD million,Current Prices,3770.8,4267.1,4075.3,4013.7,4068.9,4208.5,4295.3,4315.8,4382.5,4350.9,4365.8,1.037376738
USA,Sub 2: Home Video,Retail Value RSP,USD million,Current Prices,24935.4,23958.7,23608.2,23078.3,22396.9,25531.6,25776.6,26835.4,28037.3,29681.0,31029.1,1.215321406
USA,Sub 1: Portable Electronics,Retail Value RSP,USD million,Current Prices,29963.5,28822.8,28818.5,33485.5,34839.3,38823.0,39702.1,41586.8,43406.3,45330.8,46366.1,1.194294619
USA,Sub 2: Transactions,Retail Value RSP,USD million,Current Prices,9155269.3,9395942.4,9812640.9,10167717.7,10592109.7,11054840.5,11621160.2,12197314.7,12783326.7,13398116.4,14084014.6,1.27401337
USA,M-Commerce,Retail Value RSP,USD million,Current Prices,-,102303.8,162775.9,231248.9,307181.3,422876.1,563747.4,755681.9,993725.1,1271888.6,1640987.7,3.880540187
USA,Consumer Health,Retail Value RSP,USD million,Current Prices,55128.9,57802.5,60363.5,63786.8,66461.4,69639.5,73302.5,77007.7,80699.1,84396.8,88167.0,1.266048722
USA,Eyewear,Retail Value RSP,USD million,Current Prices,29463.5,30591.6,32017.0,33953.0,34831.4,34673.1,35279.9,35955.9,36694.3,37493.7,38409.2,1.107752119
USA,Fresh Food,Retail Value RSP,USD million,Current Prices,200671.5,205645.5,209270.6,216182.5,215628.6,216555.7,224723.6,233194.3,241713.0,249943.1,258454.9,1.193480015
USA,Sub 2: Better For You (BFY),Retail Value RSP,USD million,Current Prices,44456.4,43574.2,42887.0,41980.8,40494.3,39243.8,38751.9,38555.5,38668.4,38877.5,39018.4,0.994256418
USA,Sub 2: Fortified/Funcional (FF),Retail Value RSP,USD million,Current Prices,57409.0,58353.5,59338.2,60068.6,60171.1,60830.0,62289.9,64050.8,65780.0,67626.6,69785.9,1.147228341
USA,Sub 2: Free From,Retail Value RSP,USD million,Current Prices,5985.5,6460.7,6912.2,8596.7,9243.9,9579.3,10040.1,10547.7,11063.2,11570.0,12091.4,1.262242544
USA,Sub 2: Naturally Healthy (NH),Retail Value RSP,USD million,Current Prices,37938.6,38529.7,39098.9,39643.1,40292.6,40780.3,41851.1,43172.2,44632.3,46118.8,47719.6,1.170163044
USA,Sub 2: Organic,Retail Value RSP,USD million,Current Prices,11872.8,12801.3,13962.6,14978.5,16014.4,16991.9,18291.8,19608.9,20917.4,22205.3,23481.9,1.381946692
USA,Home and Garden,Retail Value RSP,USD million,Current Prices,233139.6,239516.9,247130.7,256762.6,264453.9,271945.2,280682.3,289554.5,298693.3,307885.3,316944.6,1.165472308
USA,Sub 1: Gardening,Retail Value RSP,USD million,Current Prices,30572.8,31133.9,31695.5,32649.1,33530.1,34330.0,35218.9,36164.8,37086.6,38026.3,38965.6,1.135030585
USA,Sub 1: Home Furnishings,Retail Value RSP,USD million,Current Prices,125531.6,128479.3,132222.7,137646.4,141242.7,145258.8,150016.2,154754.3,159728.1,164839.2,169855.2,1.169328123
USA,Sub 1: Home Improvement,Retail Value RSP,USD million,Current Prices,66032.0,68729.4,71851.0,74788.6,77870.0,80318.0,83141.9,86053.9,89028.7,91883.0,94687.3,1.178905102
USA,Sub 1: Homewares,Retail Value RSP,USD million,Current Prices,11003.2,11174.3,11361.5,11678.5,11811.1,12038.4,12305.3,12581.5,12849.8,13136.8,13436.5,1.116136696
USA,Home Care,Retail Value RSP,USD million,Current Prices,26433.5,26711.3,26757.0,27350.4,27953.3,28233.7,28724.5,29282.3,29925.4,30615.7,31307.5,1.108869897
USA,Sub 1: Air Care,Retail Value RSP,USD million,Current Prices,4508.1,4610.3,4710.9,4872.4,4944.9,5025.7,5159.3,5296.9,5438.7,5579.4,5710.7,1.136299421
USA,Sub 1: Bleach,Retail Value RSP,USD million,Current Prices,770.9,827.0,800.4,804.2,794.7,762.5,758.1,761.1,770.6,783.4,795.7,1.043540984
USA,Sub 1: Dishwashing,Retail Value RSP,USD million,Current Prices,2799.4,2882.7,2895.2,2921.2,2926.9,2898.8,2911.1,2945.5,2997.0,3052.8,3111.4,1.073340693
USA,Sub 1: Home Insecticides,Retail Value RSP,USD million,Current Prices,676.8,664.5,661.4,691.0,705.7,704.4,712.7,725.6,740.5,759.7,775.4,1.100795003
USA,Sub 1: Laundry Care,Retail Value RSP,USD million,Current Prices,11933.5,11942.1,11802.5,12060.4,12465.8,12602.4,12728.5,12864.0,13040.8,13241.2,13441.3,1.066566686
USA,Sub 1: Polishes,Retail Value RSP,USD million,Current Prices,497.6,485.0,473.9,461.5,457.6,454.2,453.1,453.9,453.5,451.8,451.0,0.992954646
USA,Sub 1: Surface Care,Retail Value RSP,USD million,Current Prices,4657.6,4720.5,4832.9,4946.2,5054.4,5167.3,5364.4,5578.1,5805.0,6043.7,6291.9,1.217637838
USA,Sub 1: Toilet Care,Retail Value RSP,USD million,Current Prices,589.6,579.3,579.6,593.4,603.4,618.5,637.3,657.2,679.3,703.8,730.1,1.18043654
USA,Hot Drinks,Retail Value RSP,USD million,Current Prices,14380.2,15122.6,15625.3,16401.4,16724.8,16852.5,17497.6,18160.0,18849.0,19463.3,20049.6,1.189710725
USA,Sub 1: Coffee,Retail Value RSP,USD million,Current Prices,11510.6,12124.0,12474.1,13306.9,13674.8,13828.4,14377.2,14942.2,15531.4,16048.9,16536.0,1.195799948
USA,Sub 1: Tea,Retail Value RSP,USD million,Current Prices,2304.9,2393.5,2544.1,2520.9,2485.1,2471.1,2592.1,2691.2,2788.0,2880.3,2974.9,1.203876816
USA,Sub 1: Other Hot Drinks,Retail Value RSP,USD million,Current Prices,564.6,605.2,607.0,573.6,564.9,552.9,528.3,526.6,529.7,534.1,538.7,0.974317236
USA,Luxury Goods,Retail Value RSP,USD million,Current Prices,143897.2,158990.1,172233.9,180460.5,181121.5,178931.3,181923.4,184685.9,187923.6,191304.6,194720.0,1.088238894
USA,Sub 1: Designer Apparel and Footwear ,Retail Value RSP,USD million,Current Prices,26501.1,27723.3,28593.7,29332.3,28135.3,27784.4,28760.8,29746.3,30800.2,31868.4,32937.0,1.185449389
USA,Sub 1: Fine Wines/Champagne or Spirits,Retail Value RSP,USD million,Current Prices,5935.9,6345.5,6818.8,7202.9,7857.7,8445.8,9209.7,9930.7,10617.8,11251.5,11800.4,1.397191503
USA,Sub 1: Luxury Cars,Retail Value RSP,USD million,Current Prices,60415.3,71070.8,79459.9,85976.8,87923.1,85331.0,84708.4,83742.6,82974.4,82264.0,81550.6,0.955697226
USA,Sub 1: Luxury Eyewear,Retail Value RSP,USD million,Current Prices,5491.7,5530.2,5725.3,6132.6,6090.9,6177.4,6424.2,6665.6,6920.0,7177.0,7435.7,1.203694111
USA,Sub 1: Luxury Hotels (5-star plus),Retail Value RSP,USD million,Current Prices,10056.1,10447.9,11032.0,11469.3,11790.6,12144.3,12761.3,13352.0,13942.0,14518.2,15088.2,1.24241002
USA,Sub 1: Luxury Jewellery,Retail Value RSP,USD million,Current Prices,10791.9,11230.2,11679.5,11346.2,10675.9,10244.7,10196.8,10246.0,10384.9,10603.6,10903.5,1.064306422
USA,Sub 1: Luxury Leather Goods,Retail Value RSP,USD million,Current Prices,12512.7,13830.0,15226.7,15477.0,15241.0,15176.8,15612.4,16107.7,16710.9,17376.9,18106.7,1.193051236
USA,Sub 1: Luxury Portable Electronics,Retail Value RSP,USD million,Current Prices,9.0,9.7,9.8,22.2,35.0,59.5,100.5,162.2,244.9,336.9,411.0,6.907563025
USA,Sub 1: Luxury Timepieces,Retail Value RSP,USD million,Current Prices,4222.9,4493.6,4901.4,4479.0,4076.6,3912.2,3927.0,3953.9,3998.4,4039.9,4089.4,1.045294208
USA,Sub 1: Luxury Writing and Stationery,Retail Value RSP,USD million,Current Prices,85.8,84.8,84.9,78.6,76.7,75.3,76.0,76.6,77.5,78.4,79.6,1.057104914
USA,Sub 1: Super Premium Beauty/Personal Care,Retail Value RSP,USD million,Current Prices,7874.9,8224.2,8702.1,8943.8,9218.6,9579.9,10146.3,10702.3,11252.8,11790.0,12317.9,1.285806741
USA,Packaged Food,Retail Value RSP,USD million,Current Prices,346912.7,354513.6,362429.3,368717.8,373229.9,377553.1,388000.9,399545.0,411823.4,423852.5,436376.3,1.155801131
USA,Sub 1: Baked Goods,Retail Value RSP,USD million,Current Prices,52961.8,54564.3,55376.6,56262.0,57686.4,58597.5,60263.0,62077.8,63986.8,65785.7,67675.2,1.154916165
USA,Sub 1: Breakfast Cereals,Retail Value RSP,USD million,Current Prices,11561.1,11260.1,10939.7,10828.5,10728.7,10548.2,10631.5,10709.5,10766.3,10787.7,10811.9,1.024999526
USA,Sub 1: Edible Oils,Retail Value RSP,USD million,Current Prices,3406.4,3425.9,3440.4,3471.0,3501.7,3652.6,3749.7,3849.6,3943.2,4037.5,4136.0,1.132344084
USA,Sub 1: Processed Fruit and Vegetables,Retail Value RSP,USD million,Current Prices,14458.5,14510.0,14517.5,14625.7,14733.7,14743.1,15136.6,15565.7,16033.7,16510.4,17003.7,1.153332745
USA,Sub 1: Processed Meat and Seafood,Retail Value RSP,USD million,Current Prices,32172.0,33628.2,34734.3,35196.4,34670.1,34513.4,35101.5,35952.0,37006.9,38137.4,39412.7,1.14195356
USA,Sub 1: Ready Meals,Retail Value RSP,USD million,Current Prices,25540.2,25416.5,25542.4,26000.2,26388.6,26852.1,27513.4,28232.9,28978.3,29739.0,30543.4,1.137467833
USA,"Sub 1: Rice and Pasta/Noodles",Retail Value RSP,USD million,Current Prices,7417.1,7519.5,7598.7,7828.4,7876.7,7964.1,8183.7,8434.8,8701.0,8969.2,9228.6,1.158775003
USA,"Sub 1: Sauces/ Dressings and Condiments",Retail Value RSP,USD million,Current Prices,22451.7,22772.2,23230.0,23756.1,24379.6,24816.0,25685.4,26589.2,27519.1,28395.1,29227.8,1.177780464
USA,Sub 1: Soup,Retail Value RSP,USD million,Current Prices,4759.6,4825.8,4818.6,4655.8,4590.2,4589.3,4695.4,4822.8,4952.5,5074.7,5182.5,1.129257185
USA,Sub 1: Spreads,Retail Value RSP,USD million,Current Prices,3914.8,4021.9,4042.2,4023.8,4069.3,4100.6,4186.0,4281.5,4387.1,4492.5,4599.3,1.121616349
USA,Personal Accessories,Retail Value RSP,USD million,Current Prices,92908.8,100185.9,105546.2,107496.2,107776.4,111438.5,114190.8,116776.7,119126.1,121257.2,123231.2,1.105822494
USA,Sub 1: Bags and Luggage,Retail Value RSP,USD million,Current Prices,22502.2,25773.1,28567.2,30052.6,29173.2,30440.8,31562.5,32475.3,33243.4,33853.2,34317.9,1.127365247
USA,Sub 1: Jewellery,Retail Value RSP,USD million,Current Prices,57584.8,61060.4,62929.0,64000.2,65820.8,68705.2,70667.9,72570.8,74333.9,75991.0,77596.5,1.12941233
USA,Sub 1: Watches,Retail Value RSP,USD million,Current Prices,9576.6,10100.3,10744.7,9905.5,9029.2,8523.5,8173.5,7925.6,7725.3,7569.2,7452.6,0.874359125
USA,Sub 1: Writing Instruments,Retail Value RSP,USD million,Current Prices,3245.1,3252.0,3305.2,3537.9,3753.3,3768.9,3786.9,3805.0,3823.5,3843.8,3864.1,1.025259359
USA,Pet Care,Retail Value RSP,USD million,Current Prices,38484.7,40268.6,41691.5,43528.2,45871.7,47958.4,50101.0,52401.3,54799.2,57316.8,59968.0,1.250417028
USA,Sub 1: Pet Food,Retail Value RSP,USD million,Current Prices,25601.6,26842.2,27489.5,28509.3,29682.0,31084.2,32447.6,33902.3,35378.5,36896.9,38476.2,1.237805702
USA,Sub 1: Pet Products,Retail Value RSP,USD million,Current Prices,12883.1,13426.4,14202.0,15018.9,16189.7,16874.2,17653.4,18498.9,19420.7,20419.8,21491.8,1.273648529
USA,Soft Drinks,Off-trade Value RSP,USD million,Current Prices,100378.5,100496.7,102090.2,107001.2,110172.6,111961.2,114839.3,118494.9,122583.3,126882.5,131181.1,1.17166572
USA,Sub 1: Bottled Water,Off-trade Value RSP,USD million,Current Prices,17304.6,17546.4,18467.7,20206.0,21681.1,22882.9,24428.2,26033.5,27674.7,29264.6,30817.4,1.346743638
USA,Sub 1: Carbonates,Off-trade Value RSP,USD million,Current Prices,39337.7,38398.0,38456.7,38972.6,39296.8,38979.2,38868.8,39205.4,39835.3,40618.6,41382.8,1.061663657
USA,Sub 1: Concentrates,Off-trade Value RSP,USD million,Current Prices,2117.9,2041.3,1878.9,1797.4,1736.9,1692.8,1658.7,1635.0,1626.3,1628.6,1640.4,0.969045369
USA,Sub 1: Juice,Off-trade Value RSP,USD million,Current Prices,19724.6,19342.6,18982.3,19103.8,19061.5,18678.8,18468.6,18410.9,18499.5,18691.5,18980.4,1.016146648
USA,Sub 1: RTD Coffee,Off-trade Value RSP,USD million,Current Prices,1704.7,1914.1,2086.6,2489.4,2774.4,3258.0,3831.3,4320.1,4751.4,5107.3,5408.4,1.660036832
USA,Sub 1: RTD Tea,Off-trade Value RSP,USD million,Current Prices,4830.7,4976.8,5276.3,5848.4,6339.9,6829.6,7317.0,7775.7,8207.7,8610.6,8981.9,1.315142907
USA,Sub 1: Sports and Energy Drinks,Off-trade Value RSP,USD million,Current Prices,15358.4,16277.3,16941.9,18583.6,19282.0,19639.8,20266.7,21114.2,21988.4,22961.3,23969.7,1.220465585
USA,Sub 1: Asian Specialty Drinks,Off-trade Value RSP,USD million,Current Prices,-,-,-,-,-,-,-,-,-,-,-,
USA,Tissue and Hygiene,Retail Value RSP,USD million,Current Prices,31185.1,31528.8,32191.8,32765.2,33209.7,33260.9,33862.9,34643.6,35529.8,36486.3,37492.2,1.127215439
USA,Sub 1: Retail Tissue and Hygiene,Retail Value RSP,USD million,Current Prices,31185.1,31528.8,32191.8,32765.2,33209.7,33260.9,33862.9,34643.6,35529.8,36486.3,37492.2,1.127215439
USA,Tobacco,Retail Value RSP,USD million,Current Prices,109562.5,110030.4,111470.2,115967.8,118879.6,119837.7,124776.5,130428.1,136454.7,142227.6,147135.2,1.227787249
USA,Sub 1: Cigarettes,Retail Value RSP,USD million,Current Prices,91903.6,91253.7,90683.4,93370.8,94478.6,93811.6,96481.0,99202.7,102189.2,104741.0,107199.9,1.14271476
USA,"Sub 1: Cigars/ Cigarillos and Smoking Tobacco",Retail Value RSP,USD million,Current Prices,10271.8,10365.7,10422.6,10970.4,11478.8,12269.4,12953.2,13667.2,14254.3,14821.0,15286.0,1.245863693
USA,Sub 1: Smokeless Tobacco and Vapour Products,Retail Value RSP,USD million,Current Prices,7387.1,8411.0,10364.2,11626.5,12922.2,13756.7,15342.3,17558.2,20011.1,22665.6,24649.4,1.791810536
USA,Toys and Games,Retail Value RSP,USD million,Current Prices,43389.0,45008.8,47409.8,49745.5,50985.2,54572.9,57815.8,60154.7,62686.2,65081.5,67288.0,1.232992932
USA,Sub 1: Traditional Toys and Games,Retail Value RSP,USD million,Current Prices,20903.8,21070.3,21633.2,22846.7,23976.7,24278.3,24828.3,25406.0,26041.4,26696.7,27319.2,1.125251768
USA,Sub 1: Video Games,Retail Value RSP,USD million,Current Prices,22485.2,23938.5,25776.5,26898.8,27008.4,30294.6,32987.6,34748.7,36644.8,38384.8,39968.8,1.31933744
USA,Travel,Retail Value RSP,USD million,Current Prices,455941.6,472455.5,490554.8,507423.4,525403.6,542968.4,567757.9,593516.8,620195.8,647176.5,675354.1,1.243818425
USA,Sub 1: Travel Modes,Retail Value RSP,USD million,Current Prices,196624.1,206066.9,216282.5,218226.5,221612.4,224215.5,233430.1,243336.1,253719.9,264541.2,276293.0,1.232265388
USA,Sub 2: Airlines,Retail Value RSP,USD million,Current Prices,149471.2,156995.7,164793.4,164578.9,165191.2,164742.7,170259.7,176311.9,182827.9,189726.8,197437.3,1.198458566
USA,Sub 2: Car Rental,Retail Value RSP,USD million,Current Prices,23188.6,24241.1,25654.9,26547.3,27884.7,29430.3,30866.4,32335.7,33802.8,35269.3,36742.7,1.248465017
USA,Sub 2: Other Transport,Retail Value RSP,USD million,Current Prices,23964.3,24830.1,25834.3,27100.3,28536.5,30042.6,32304.0,34688.5,37089.2,39545.1,42113.0,1.401776145
USA,Sub 1: Lodging,Retail Value RSP,USD million,Current Prices,141866.2,149697.3,158354.6,170587.2,181313.5,192911.9,206062.0,219518.7,233271.6,247274.4,261817.0,1.35718429
USA,Sub 1: Activities,Retail Value RSP,USD million,Current Prices,124348.4,132997.2,138597.2,142812.8,145781.2,151040.1,156379.7,161462.4,167075.1,173455.6,179649.8,1.18941791
USA,Sub 2: Intermediaries,Retail Value RSP,USD million,Current Prices,182630.1,189565.5,193867.6,200062.3,215595.5,229609.2,243656.3,258284.5,272793.3,287110.0,301568.8,1.313400334
USA,Sub 2: Online Travel Sales to Residents,Retail Value RSP,USD million,Current Prices,229716.9,243946.7,259351.3,277204.0,297735.0,318547.6,340539.8,363327.2,386103.5,408902.1,432190.1,1.356752021
USA,Sub 2: Mobile Travel Sales to Residents,Retail Value RSP,USD million,Current Prices,13162.1,24316.4,35146.5,47333.5,58090.3,71612.1,86538.8,101703.3,115455.6,129696.3,145493.1,2.031683193
Western Europe,Alcoholic Drinks,Off-trade Value RSP,USD million,Current Prices,141400.9,147411.6,151031.1,131762.3,129177.5,132071.8,145559.0,149164.0,154391.6,159155.8,163997.9,1.241732906
Western Europe,Sub 1: Beer,Off-trade Value RSP,USD million,Current Prices,45509.1,47600.9,48838.4,42384.4,41817.0,42977.6,47596.5,48932.5,50736.6,52361.3,53983.3,1.256079911
Western Europe,Sub 1: Cider Perry,Off-trade Value RSP,USD million,Current Prices,2984.8,3111.4,3213.2,2812.4,2608.5,2577.3,2841.7,2936.0,3065.9,3193.1,3329.7,1.291933419
Western Europe,Sub 1: RTDs/High-Strength Premixes,Off-trade Value RSP,USD million,Current Prices,2375.0,2476.4,2567.2,2178.3,2089.8,2138.8,2367.0,2410.8,2468.1,2513.5,2554.4,1.194314569
